Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
1655,Jones Harry Owen Glendower,1875,1912,36,36,Male,Married,Crew,Victualling,,,,Southampton,
1656,Jones Thomas William,1877,1967,34,89,Male,Single,Crew,Deck,,,,Southampton,New York City
1657,Jones Victor Reginald,1891,1912,20,20,Male,Single,Crew,Victualling,,,,Southampton,
1658,Jonsson Karl,1886,1956,25,70,Male,,Passenger,3rd Class,,350417,,Southampton,New York City
1659,Joseph Kirkpatrick,1875,,37,,Male,,Crew,Engine,,,,Belfast,Southampton
1660,Jouannault Georges Jules,1887,1912,24,24,Male,,Crew,A la Carte,,,,Southampton,
1661,Joughin Charles John,1878,1956,33,78,Male,Married,Crew,Victualling,,,,Belfast,New York City
1662,Judd Charles Edward,1880,1960,31,80,Male,Married,Crew,Engine,,,,Southampton,New York City
1663,Jukes Henry James,1873,1912,38,38,Male,Single,Crew,Engine,,,,Southampton,
1664,Julian Henry Forbes,1861,1912,50,50,Male,Married,Passenger,1st Class,,113044,E60,Southampton,
1665,Jupe Boylett Herbert,1881,1912,30,30,Male,Single,Crew,Engine,,,,Southampton,
1666,Jussila Eiriik,1880,1944,32,63,Male,Married,Passenger,3rd Class,,3101286,,Southampton,New York City
1667,Jussila Katriina,1892,1912,20,20,Female,Single,Passenger,3rd Class,,4136,,Southampton,
1668,Jussila Mari Aina,1891,1912,21,21,Female,Single,Passenger,3rd Class,,4137,,Southampton,
1669,Jˆnsson Nils Hilding,1885,1912,27,27,Male,,Passenger,3rd Class,,350408,,Southampton,
1670,Kallio Nikolai Erland,1894,1912,17,17,Male,,Passenger,3rd Class,,3101274,,Southampton,
1671,Kalvik Johannes Halvorsen,1890,1912,21,21,Male,Engaged,Passenger,3rd Class,,8475,,Southampton,
1672,Kantor Miriam,1888,,24,,Female,Married,Passenger,2nd Class,,244367,,Southampton,New York City
1673,Kantor Sinai,1878,1912,34,34,Male,,Passenger,2nd Class,,244367,,Southampton,
1674,Karaji? Milan,1882,1912,30,30,Male,Married,Passenger,3rd Class,,349246,,Southampton,
1675,Karlsson Einar Gervasius,1890,1958,21,67,Male,Single,Passenger,3rd Class,,350053,,Southampton,New York City
1676,Karlsson Julius Konrad Eugen,1878,1912,33,33,Male,Married,Passenger,3rd Class,,347465,,Southampton,
1677,Karlsson Nils August,1889,1912,22,22,Male,Single,Passenger,3rd Class,,350060,,Southampton,
1678,Karnes Claire,1889,1912,22,22,Female,Widowed,Passenger,2nd Class,,13534,,Southampton,
1679,Karun Franz,1872,1934,39,61,Male,,Passenger,3rd Class,,349256,,Cherbourg,New York City
1680,Karun Manca,1907,1971,5,64,Female,,Passenger,3rd Class,,349256,,Cherbourg,New York City
1681,Kasper F.,1872,,40,,Male,,Crew,Engine,,,,Southampton,New York City
1682,Katavelos Vasilios G.,1893,1912,19,19,Male,,Passenger,3rd Class,,2682,,Cherbourg,
1683,Kavanagh William,1885,,26,,Male,Single,Crew,Deck,,,,Belfast,Southampton
1684,Keane Andrew,1889,1912,23,23,Male,Single,Passenger,3rd Class,,12460,,Queenstown,
1685,Keane Daniel,1876,1912,35,35,Male,Single,Passenger,2nd Class,,233734,,Queenstown,
1686,Keane Nora Agnes,1866,1944,46,78,Female,Single,Passenger,2nd Class,,226593,E101,Queenstown,New York City
1687,Kearl Charles Henry,1868,1912,44,44,Male,Married,Crew,Engine,,,,Southampton,
1688,Kearl George Edward,1886,1912,25,25,Male,Single,Crew,Engine,,,,Southampton,
1689,Keegan James,1874,1912,38,38,Male,Married,Crew,Engine,,,,Southampton,
1690,Keen Percy Edward,1881,1954,30,73,Male,Married,Crew,Victualling,,,,Southampton,New York City
1691,Keenan John Patrick,1853,,58,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1692,Keenan Patrick,1881,,31,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1693,Keenan William,1875,1963,37,88,Male,Married,Crew,Engine,,,,Belfast,Southampton
1694,Keenan William,1875,,36,,Male,,Crew,Engine,,,,Belfast,Southampton
1695,Kelland Thomas,1892,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
1696,Kelly Anna Katherine,1892,1969,20,77,Female,Single,Passenger,3rd Class,,9234,,Queenstown,New York City
1697,Kelly Fanny Maria,1863,1920,48,56,Female,Widowed,Passenger,2nd Class,,223596,,Southampton,New York City
1698,Kelly James,1868,1912,44,44,Male,Married,Passenger,3rd Class,,330911,,Queenstown,
1699,Kelly James,1892,1912,19,19,Male,Single,Passenger,3rd Class,,363592,,Southampton,
1700,Kelly James,1868,1912,44,44,Male,Married,Crew,Engine,,,,Southampton,
1701,Kelly Mary,1890,1950,22,60,Female,Single,Passenger,3rd Class,,14312,,Queenstown,New York City
1702,Kelly William Patrick,1888,1912,23,23,Male,Single,Crew,Engine,,,,Belfast,
1703,Kemish George,1889,1966,22,76,Male,Single,Crew,Engine,,,,Southampton,New York City
1704,Kemp Thomas Hulman,1869,1912,43,43,Male,Married,Crew,Engine,,,,Belfast,
1705,Kennedy John,1887,1918,24,30,Male,Single,Passenger,3rd Class,,368783,,Queenstown,New York City
1706,Kennell Charles,1882,1912,30,30,Male,,Crew,Victualling,,,,Southampton,
1707,Kent Edward Austin,1854,1912,58,58,Male,Single,Passenger,1st Class,,11771,B37,Cherbourg,
1708,Kenyon Frederick Roland,1871,1912,41,41,Male,Married,Passenger,1st Class,,17464,D21,Southampton,
1709,Kenyon Marion Estelle,1871,1958,40,87,Female,Married,Passenger,1st Class,,17464,D21,Southampton,New York City
1710,Kenzler August,1868,1912,44,44,Male,Married,Crew,Engine,,,,Belfast,
1711,Kerley William Thomas,1884,1912,28,28,Male,Single,Crew,Victualling,,,,Southampton,
1712,Kernaghan David,1875,1913,36,38,Male,Married,Crew,Engine,,,,Belfast,Southampton
1713,Kerney William,1873,,39,,Male,,Crew,Engine,,,,Belfast,Southampton
1714,Kerr Thomas Russell,1885,1912,26,26,Male,Married,Crew,Engine,,,,Southampton,
1715,Ketchley Henry,1876,1912,36,36,Male,Married,Crew,Victualling,,,,Belfast,
1716,Khalil Betros,1887,1912,25,25,Male,Married,Passenger,3rd Class,,2660,,Cherbourg,
1717,Khalil Zahie,1892,1912,20,20,Female,Married,Passenger,3rd Class,,2660,,Cherbourg,
1718,Khal?l 'Atta All?h Sulaym?n,1885,1912,27,27,Male,,Passenger,3rd Class,,2672,,Cherbourg,
1719,Kieran Edgar Michael,1878,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,
1720,Kieran James William,1877,1912,35,35,Male,Married,Crew,Victualling,,,,Southampton,
1721,Kiernan John Joseph,1885,1912,26,26,Male,,Passenger,3rd Class,,367227,,Queenstown,
1722,Kiernan Philip,1890,1912,22,22,Male,Single,Passenger,3rd Class,,367229,,Queenstown,
1723,Kilgannon Thomas,1890,1912,21,21,Male,,Passenger,3rd Class,,36865,,Queenstown,
1724,Kimball Edwin Nelson Jr.,1870,1927,42,57,Male,Married,Passenger,1st Class,,11753,D19,Southampton,New York City
1725,Kimball Susan Gertrude,1866,1962,45,95,Female,Married,Passenger,1st Class,,11753,D19,Southampton,New York City
1726,Kinchenten Frederick Charles,1875,1912,36,36,Male,Single,Crew,Engine,,,,Southampton,
1727,King Alfred John Moffett,1893,1912,18,18,Male,Single,Crew,Victualling,,,,Southampton,
1728,King Ernest Waldron,1884,1912,28,28,Male,Single,Crew,Victualling,,,,Southampton,
1729,King Thomas Walter,1869,1912,42,42,Male,Widowed,Crew,Deck,,,,Southampton,
1730,Kingscote William Ford,1864,1912,48,48,Male,Married,Crew,Victualling,,,,Southampton,
1731,Kink Anton,1883,1959,29,76,Male,,Passenger,3rd Class,,315153,(E)58,Southampton,New York City
1732,Kink Maria,1889,1912,23,23,Female,,Passenger,3rd Class,,315152,R190,Southampton,
1733,Kink Vincenz,1885,1912,26,26,Male,,Passenger,3rd Class,,315151,(E)58,Southampton,
1734,Kink-Heilmann Luise,1886,1979,26,93,Female,Married,Passenger,3rd Class,,315153,,Southampton,New York City
1735,Kink-Heilmann Luise Gretchen,1908,1992,4,84,Female,,Passenger,3rd Class,,315153,,Southampton,New York City
1736,Kirkaldy Thomas Benjamin,1876,1912,35,35,Male,Married,Crew,Victualling,,,,Southampton,
1737,Kirkham James,1868,1912,43,43,Male,Married,Crew,Engine,,,,Southampton,
1738,Kirkland Charles Leonard,1841,1912,71,71,Male,Married,Passenger,2nd Class,,219533,,Queenstown,
1739,Kitching Arthur Alfred,1881,1912,31,31,Male,Single,Crew,Victualling,,,,Southampton,
1740,Klaber Herman,1870,1912,41,41,Male,Married,Passenger,1st Class,,113028,C124,Southampton,
1741,KlasÈn Gertrud Emilia,1910,1912,1,1,Female,,Passenger,3rd Class,,350405,,Southampton,
1742,KlasÈn Hulda Kristina Eugenia,1876,1912,36,36,Female,Married,Passenger,3rd Class,,350405,,Southampton,
1743,KlasÈn Klas Albin,1893,1912,18,18,Male,Single,Passenger,3rd Class,,350404,,Southampton,
1744,Klein Herbert,1878,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,
1745,Knight George,1865,1945,46,79,Male,Married,Crew,Victualling,,,,Southampton,New York City
1746,Knight Leonard George,1891,1912,21,21,Male,,Crew,Victualling,,,,Southampton,
1747,Knowles Thomas,1867,1951,44,83,Male,Married,Crew,Engine,,,,Southampton,New York City
1748,Kolev Petr,1876,1912,36,36,Male,,Passenger,3rd Class,,349210,,Southampton,
1749,Kolev Sotir,1888,1912,24,24,Male,,Passenger,3rd Class,,349209,,Southampton,
1750,Kraeff Theodor,,,,,Male,,Passenger,3rd Class,,349253,,Cherbourg,
1751,Krekorian Neshan,1886,1978,25,92,Male,Single,Passenger,3rd Class,,2654,[F] E57,Cherbourg,New York City
1752,Kutscher (Lithman) Simon,1884,1912,27,27,Male,Married,Passenger,3rd Class,,251,,Southampton,
1753,Kvillner Johan Henrik Johannesson,1881,1912,31,31,Male,Engaged,Passenger,2nd Class,,18723,,Southampton,
1754,Lacey Bertie William,1892,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
1755,Lahh?d Ishaq Mu'awwad Sark?s,1877,1912,35,35,Male,Married,Passenger,3rd Class,,2624,,Cherbourg,
1756,Lahtinen Anna Amelia,1878,1912,34,34,Female,Married,Passenger,2nd Class,,250651,,Southampton,
1757,Lahtinen William,1876,1912,35,35,Male,,Passenger,2nd Class,,250651,,Southampton,
1758,Lahy T.,1871,1912,41,41,Male,,Crew,Engine,,,,Southampton,
1759,Laitinen Kristina Sofia,1873,1912,38,38,Female,Single,Passenger,3rd Class,,4135,,Southampton,
1760,Lake William,1866,1912,46,46,Male,Single,Crew,Victualling,,,,Belfast,
1761,Lam Ah,1874,,38,,Male,Single,Passenger,3rd Class,,1601,,Southampton,New York City
1762,Lam Len,1889,1912,23,23,Male,,Passenger,3rd Class,,1601,,Southampton,
1763,Lamb John J.,1881,1912,31,31,Male,Single,Passenger,2nd Class,,240261,,Queenstown,
1764,Landergren Aurora Adelia,1889,1947,22,58,Female,Single,Passenger,3rd Class,,7077,,Southampton,New York City
1765,Lane Albert Edward,1879,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,
1766,Lane Patrick,1896,1912,16,16,Male,Single,Passenger,3rd Class,,7935,,Queenstown,
1767,Lang Fang,1894,1986,17,91,Male,Single,Passenger,3rd Class,,1601,,Southampton,New York City
1768,Laroche Joseph Philippe Lemercier,1886,1912,25,25,Male,,Passenger,2nd Class,,2123,,Cherbourg,
1769,Laroche Juliette Marie Louise,1889,1980,22,90,Female,Married,Passenger,2nd Class,,2123,,Cherbourg,New York City
1770,Laroche Louise,1910,1998,1,87,Female,,Passenger,2nd Class,,2123,,Cherbourg,New York City
1771,Laroche Simonne Marie Anne AndrÈe,1909,1973,3,64,Female,,Passenger,2nd Class,,2123,,Cherbourg,New York City
1772,Larsson August Viktor,1883,1912,29,29,Male,Married,Passenger,3rd Class,,7545,,Southampton,
1773,Larsson Bengt Edvin,1882,1912,29,29,Male,,Passenger,3rd Class,,347067,,Southampton,
1774,Latimer Andrew,1857,1912,55,55,Male,Married,Crew,Victualling,,,,Belfast,
1775,Lavington Elizabeth,1872,1949,40,77,Female,Single,Crew,Victualling,,,,Southampton,New York City
1776,Lawrance Arthur,1875,1912,36,36,Male,Married,Crew,Victualling,,,,Belfast,
1777,Leader Alice May,1862,1944,49,81,Female,Widowed,Passenger,1st Class,,17465,D17,Southampton,New York City
1778,Leader Archibald,1889,1912,22,22,Male,Single,Crew,Victualling,,,,Southampton,
1779,Leather Elizabeth Mary,1861,1937,50,76,Female,Married,Crew,Victualling,,,,Southampton,New York City
1780,Lee Henry Reginald,1882,1965,29,82,Male,Married,Crew,Victualling,,,,Southampton,New York City
1781,Lee Herbert Henry,1894,1912,17,17,Male,Single,Crew,Engine,,,,Southampton,
1782,Lee Reginald Robinson,1870,1913,41,43,Male,Married,Crew,Deck,,,,Southampton,New York City
1783,Lefebvre Frances Marie,1872,1912,40,40,Female,Married,Passenger,3rd Class,,4133,,Southampton,
1784,Lefebvre Henry,1906,1912,5,5,Male,,Passenger,3rd Class,,4133,,Southampton,
1785,Lefebvre Ida,1908,1912,3,3,Female,,Passenger,3rd Class,,4133,,Southampton,
1786,Lefebvre Jeannie,1903,1912,8,8,Female,,Passenger,3rd Class,,4133,,Southampton,
1787,Lefebvre Mathilde,1899,1912,12,12,Female,,Passenger,3rd Class,,4133,,Southampton,
1788,Lefebvre Paul Georges,1876,1912,35,35,Male,Single,Crew,Victualling,,,,Southampton,
1789,Lehmann Bertha,1895,1967,17,72,Female,,Passenger,2nd Class,,1748,,Cherbourg,New York City
1790,Leinonen Antti Gustaf,1880,1912,32,32,Male,,Passenger,3rd Class,,3101292,,Southampton,
1791,Leitch Jessie Wills,1880,1963,31,82,Female,,Passenger,2nd Class,,248727,,Southampton,New York City
1792,Lemore Amelia,1873,1950,39,77,Female,Married,Passenger,2nd Class,,34260,F33,Southampton,New York City
1793,Lennon Denis,1891,1912,20,20,Male,Single,Passenger,3rd Class,,370371,,Queenstown,
1794,Leonard Matthew,1886,1912,25,25,Male,Single,Crew,Victualling,,,,Belfast,
1795,Lester James,1871,1912,41,41,Male,,Passenger,3rd Class,,48871,,Southampton,
1796,Levett George Alfred,1886,1912,25,25,Male,Married,Crew,Victualling,,,,Belfast,
1797,Lewis Arthur Ernest Read,1884,1973,27,88,Male,Married,Crew,Victualling,,,,Southampton,New York City
1798,Lewis James,1871,1917,40,46,Male,Married,Crew,Engine,,,,Belfast,Southampton
1799,Lewy Ervin G.,1881,1912,30,30,Male,Single,Passenger,1st Class,,17612,,Cherbourg,
1800,Leyson Robert William Norman,1887,1912,25,25,Male,,Passenger,2nd Class,,29566,,Southampton,
1801,Lievens RenÈ AimÈ,1887,1912,24,24,Male,Single,Passenger,3rd Class,,345781,,Southampton,
1802,Light Charles Edward,1888,1912,24,24,Male,,Crew,Victualling,,,,Southampton,
1803,Light Christopher William,1891,1912,20,20,Male,Single,Crew,Engine,,,,Southampton,
1804,Light W.,1865,1912,47,47,Male,Married,Crew,Engine,,,,Southampton,
1805,Lind Erik Gustaf,1869,1912,42,42,Male,Married,Passenger,1st Class,,17475,,Southampton,
1806,Lindahl Agda Thorilda Viktoria,1886,1912,25,25,Female,,Passenger,3rd Class,,347071,,Southampton,
1807,Lindblom Augusta Charlotta,1867,1912,45,45,Female,Single,Passenger,3rd Class,,347073,,Southampton,
1808,Lindell Edvard Bengtsson,1876,1912,36,36,Male,Married,Passenger,3rd Class,,349910,,Southampton,
1809,Lindell Elin Gerda,1881,1912,30,30,Female,Married,Passenger,3rd Class,,349910,,Southampton,
1810,Lindqvist Eino William,1892,1958,20,66,Male,Single,Passenger,3rd Class,,3101285,,Southampton,New York City
1811,Lindsay William Charles,1881,1960,30,79,Male,Married,Crew,Engine,,,,Southampton,New York City
1812,Lindstrˆm Sigrid,1856,1946,55,89,Female,Married,Passenger,1st Class,,112377,,Cherbourg,New York City
1813,Linehan Michael,1890,1912,21,21,Male,Single,Passenger,3rd Class,,330971,,Queenstown,
1814,Lines Elizabeth Lindsey,1861,1942,50,81,Female,Married,Passenger,1st Class,,17592,D28,Cherbourg,New York City
1815,Lines Mary Conover,1895,1975,16,80,Female,Single,Passenger,1st Class,,17592,D28,Cherbourg,New York City
1816,Ling Lee,1884,1912,28,28,Male,,Passenger,3rd Class,,1601,,Southampton,
1817,Lingane John,1850,1912,61,61,Male,Widowed,Passenger,2nd Class,,235509,,Queenstown,
1818,Linhart Wenzel,1884,1912,28,28,Male,,Passenger,3rd Class,,345775,(E)58,Southampton,
1819,Little James,1863,,49,,Male,,Crew,Engine,,,,Belfast,Southampton
1820,Littlejohn Alexander James,1872,1949,40,77,Male,Widowed,Crew,Victualling,,,,Belfast,New York City
1821,Livshin David,1887,1912,25,25,Male,Married,Passenger,3rd Class,,374887,,Southampton,
1822,Lloyd Humphrey,1871,1912,41,41,Male,Single,Crew,Victualling,,,,Belfast,
1823,Lobb Cordelia,1878,1912,34,34,Female,Married,Passenger,3rd Class,,3336,,Southampton,
1824,Lobb William Arthur,1881,1912,31,31,Male,Married,Passenger,3rd Class,,3336,,Southampton,
1825,Lockyer Edward Thomas,1892,1912,19,19,Male,,Passenger,3rd Class,,1222,,Southampton,
1826,Long Frank,1880,1912,31,31,Male,Married,Crew,Engine,,,,Southampton,
1827,Long Milton Clyde,1882,1912,29,29,Male,Single,Passenger,1st Class,,113501,D6,Southampton,
1828,Long William,1876,1912,36,36,Male,Married,Crew,Engine,,,,Southampton,
1829,Longley Gretchen Fiske,1890,1965,21,74,Female,Single,Passenger,1st Class,,13502,D9,Cherbourg,New York City
1830,Longmuir John Dickson,1892,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
1831,Loring Joseph Holland,1882,1912,30,30,Male,Married,Passenger,1st Class,,113801,,Southampton,
1832,Louch Alice Adelaide,1869,1949,42,79,Female,Married,Passenger,2nd Class,,3085,,Southampton,New York City
1833,Louch Charles,1862,1912,50,50,Male,Married,Passenger,2nd Class,,3085,,Southampton,
1834,Loughran Joseph,1883,1950,29,66,Male,Married,Crew,Engine,,,,Belfast,Southampton
1835,Lovell John,1875,1912,37,37,Male,Single,Crew,Victualling,,,,Southampton,
1836,Lovell John Hall,1892,1912,20,20,Male,,Passenger,3rd Class,,21173,,Southampton,
1837,Lowery David,1880,1916,31,36,Male,Single,Crew,Engine,,,,Belfast,Southampton
1838,Lucas William Arthur,1886,1921,25,35,Male,,Crew,Deck,,,,Southampton,New York City
1839,Lucas William Watson,1881,1944,31,63,Male,Single,Crew,Victualling,,,,Belfast,New York City
1840,Luli? Nikola,1883,1962,29,79,Male,Married,Passenger,3rd Class,,315098,,Southampton,New York City
1841,Lundahl Johan Svensson,1861,1912,50,50,Male,Married,Passenger,3rd Class,,347743,,Southampton,
1842,Lundin Olga Elida,1889,1973,23,84,Female,Engaged,Passenger,3rd Class,,347469,,Southampton,New York City
1843,Lundstrˆm Thure Edvin,1880,1942,32,62,Male,Engaged,Passenger,3rd Class,,350403,,Southampton,New York City
1844,Lydiatt Charles,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,
1845,Lymperopoulus Panagiotis K.,1882,1912,30,30,Male,Married,Passenger,3rd Class,,2683,,Cherbourg,
1846,Lyntakoff Stanko,1868,1912,44,44,Male,,Passenger,3rd Class,,349235,,Southampton,
1847,Lyons William Henry,1886,1912,25,25,Male,Single,Crew,Deck,,,,Southampton,
1848,Lytle Thomas,1881,,31,,Male,,Crew,Engine,,,,Belfast,Southampton
1849,Lyttle James,1881,1975,30,93,Male,Married,Crew,Engine,,,,Belfast,Southampton
1850,LÈvy RenÈ Jacques,1875,1912,36,36,Male,Married,Passenger,2nd Class,,2163,D?,Southampton,
1851,Mabey John Charles,1888,1912,23,23,Male,Single,Crew,Victualling,,,,Southampton,
1852,MacIntosh Joseph,1851,1938,60,86,Male,Married,Crew,Deck,,,,Belfast,Southampton
1853,Mack Mary,1855,1912,57,57,Female,Widowed,Passenger,2nd Class,,S.O./C. 3,E77,Southampton,
1854,MacKay George William,1892,1912,20,20,Male,,Passenger,3rd Class,,42795,,Southampton,
1855,Mackie George William,1877,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,
1856,Mackie William Dickson,1879,1912,32,32,Male,Widowed,Crew,Engine,,,,Belfast,
1857,Madigan Margaret,1890,1968,21,78,Female,Single,Passenger,3rd Class,,370370,,Queenstown,New York City
1858,Madill Georgette Alexandra,1896,1974,16,77,Female,Single,Passenger,1st Class,,24160,B5,Southampton,New York City
1859,Madsen Fridtjof Arne,1888,1972,24,83,Male,Single,Passenger,3rd Class,,17369,,Southampton,New York City
1860,Magill John,1874,,37,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1861,Maguire John Edward,1882,1912,30,30,Male,Single,Passenger,1st Class,,110469,C108,Southampton,
1862,Mahon Bridget Delia,1892,1912,20,20,Female,Single,Passenger,3rd Class,,330924,,Queenstown,
1863,Major Thomas Edgar,1876,1912,35,35,Male,Married,Crew,Victualling,,,,Belfast,
1864,Major William James,1880,1960,32,80,Male,Married,Crew,Engine,,,,Southampton,New York City
1865,Malachard Jean-NoÎl,1886,1912,25,25,Male,,Passenger,2nd Class,,237735,D?,Cherbourg,
1866,Mallet Albert Denis Pierre,1866,1912,45,45,Male,Married,Passenger,2nd Class,,2079,,Cherbourg,
