Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
1379,Graham George Edward,1873,1912,38,38,Male,,Passenger,1st Class,,112053,B42 ?,Southampton,
1380,Graham Margaret Edith,1893,1976,19,83,Female,Single,Passenger,1st Class,,17582,C125,Southampton,New York City
1381,Graham Thomas Gibson,1883,,28,,Male,Single,Crew,Engine,,,,Belfast,New York City
1382,Green George,1871,1912,41,41,Male,Married,Passenger,3rd Class,,21440,,Southampton,
1383,Green George,1892,1912,20,20,Male,Single,Crew,Engine,,,,Southampton,
1384,Greenberg Samuel,1858,1912,54,54,Male,,Passenger,2nd Class,,250647,,Southampton,
1385,Greenfield Blanche,1867,1936,45,69,Female,,Passenger,1st Class,,17759,D10,Cherbourg,New York City
1386,Greenfield William Bertram,1888,1949,23,61,Male,,Passenger,1st Class,,17759,D10,Cherbourg,New York City
1387,Gregg William John,1869,1923,43,54,Male,Married,Crew,Engine,,,,Belfast,Southampton
1388,Gregory David,1869,1912,43,43,Male,Single,Crew,Engine,,,,Southampton,
1389,Gregson Mary Josephine,1867,1923,45,55,Female,Single,Crew,Victualling,,,,Southampton,New York City
1390,Grosclaude GÈrald,1887,1912,24,24,Male,Single,Crew,A la Carte,,,,Southampton,
1391,Gr¯nnestad Daniel Danielsen,1879,1912,32,32,Male,,Passenger,3rd Class,,8471,,Southampton,
1392,Guest Stephen,1889,1912,22,22,Male,Single,Passenger,3rd Class,,376563,,Southampton,
1393,Guggenheim Benjamin,1865,1912,46,46,Male,,Passenger,1st Class,,17593,B-82,Cherbourg,
1394,Gumery George,1887,1912,24,24,Male,Single,Crew,Engine,,,,Southampton,
1395,Gunn Joseph Alfred,1882,1912,30,30,Male,Single,Crew,Victualling,,,,Southampton,
1396,Gustafsson Alfred Ossian,1892,1912,19,19,Male,,Passenger,3rd Class,,7534,,Southampton,
1397,Gustafsson Anders Vilhelm,1875,1912,37,37,Male,,Passenger,3rd Class,,3101276,,Southampton,
1398,Gustafsson Johan Birger,1883,1912,28,28,Male,,Passenger,3rd Class,,3101277,,Southampton,
1399,Gustafsson Karl Gideon,1893,1912,19,19,Male,Single,Passenger,3rd Class,,347069,,Southampton,
1400,Guy Elgar John,1882,1922,29,39,Male,Single,Crew,Victualling,,,,Southampton,New York City
1401,Haas Aloisia,1888,1912,24,24,Female,,Passenger,3rd Class,,349236,R190,Southampton,
1402,Hadley John,1862,,50,,Male,,Crew,Engine,,,,Belfast,Southampton
1403,Haggan John,1877,1952,35,74,Male,Single,Crew,Engine,,,,Belfast,New York City
1404,Hagland Ingvald Olai Olsen,1884,1912,28,28,Male,Married,Passenger,3rd Class,,65303,,Southampton,
1405,Hagland Konrad Mathias Reiersen,1892,1912,19,19,Male,Single,Passenger,3rd Class,,65304,,Southampton,
1406,Haines Albert,1880,1933,31,53,Male,Single,Crew,Deck,,,,Belfast,New York City
1407,Hakkarainen Elin Matilda,1888,1957,24,68,Female,Married,Passenger,3rd Class,,3101279,,Southampton,New York City
1408,Hakkarainen Pekka Pietari,1884,1912,28,28,Male,Married,Passenger,3rd Class,,3101279,,Southampton,
1409,Hale John,1887,1948,24,61,Male,Widowed,Crew,Engine,,,,Belfast,Southampton
1410,Hale Reginald,1881,1912,31,31,Male,Single,Passenger,2nd Class,,250653,,Southampton,
1411,Halford Richard,1884,1953,27,68,Male,Single,Crew,Victualling,,,,Southampton,New York City
1412,Hall Frank Alfred James,1871,1912,40,40,Male,Married,Crew,Victualling,,,,Southampton,
1413,Hall George,1875,1960,36,84,Male,Married,Crew,Engine,,,,Belfast,Southampton
1414,Hall J.,1880,1912,32,32,Male,,Crew,Engine,,,,Southampton,
1415,Hallett George Alexander,1889,1912,23,23,Male,Single,Crew,Engine,,,,Southampton,
1416,Halpin Joseph,1888,,24,,Male,,Crew,Engine,,,,Belfast,Southampton
1417,Hamblyn Ernest William,1865,1912,47,47,Male,Married,Crew,Victualling,,,,Southampton,
1418,Hamilton Ernest,1886,1912,25,25,Male,Engaged,Crew,Victualling,,,,Belfast,
1419,Hamilton William John,1888,1931,24,43,Male,Married,Crew,Engine,,,,Belfast,Southampton
1420,Hampe LÈon JÈrome,1892,1912,19,19,Male,,Passenger,3rd Class,,345769,,Southampton,
1421,Hands Bernard,1858,1912,54,54,Male,Widowed,Crew,Engine,,,,Southampton,
1422,Hanley William,1887,1958,24,70,Male,Single,Crew,Engine,,,,Belfast,Southampton
1423,Hannam George,1882,1912,30,30,Male,Single,Crew,Engine,,,,Southampton,
1424,Hansen Claus Peter,1871,1912,41,41,Male,Married,Passenger,3rd Class,,350026,,Southampton,
1425,Hansen Henry Damsgaard,1891,1912,20,20,Male,Single,Passenger,3rd Class,,350059,,Southampton,
1426,Hansen Jennie Louise,1866,1952,45,85,Female,Married,Passenger,3rd Class,,350026,,Southampton,New York City
1427,Hansen Jens Henrik Marius Juul,1886,1912,25,25,Male,Single,Passenger,3rd Class,,350025,,Southampton,
1428,Harbeck William H.,1866,1912,45,45,Male,,Passenger,2nd Class,,248746,,Southampton,
1429,Harder Dorothy,1890,1926,21,36,Female,Married,Passenger,1st Class,,11765,E50,Cherbourg,New York City
1430,Harder George Achilles,1886,1959,25,72,Male,Married,Passenger,1st Class,,11765,E50,Cherbourg,New York City
1431,Harder William,1872,1947,39,75,Male,Married,Crew,Deck,,,,Southampton,New York City
1432,Harding Alfred John,1891,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,
1433,Hardwick Reginald,1891,1918,21,27,Male,,Crew,Victualling,,,,Southampton,New York City
1434,Hardy John,1871,1953,40,82,Male,Married,Crew,Victualling,,,,Belfast,New York City
1435,Hargadon Kate,1894,1912,17,17,Female,Single,Passenger,3rd Class,,30631,,Queenstown,
1436,Harkin Samuel,1869,1931,43,62,Male,Married,Crew,Engine,,,,Belfast,Southampton
1437,Harknett Alice Phoebe,1890,1912,21,21,Female,,Passenger,3rd Class,,6609,,Southampton,
1438,Harmes Robert,1881,1958,30,76,Male,Married,Crew,Deck,,,,Belfast,Southampton
1439,Harper Annie Jessie,1906,1986,6,80,Female,,Passenger,2nd Class,,248727,,Southampton,New York City
1440,Harper Henry Sleeper,1864,1944,48,79,Male,,Passenger,1st Class,,17572,D33,Cherbourg,New York City
1441,Harper John,1872,1912,39,39,Male,,Passenger,2nd Class,,248727,,Southampton,
1442,Harper Myra Raymond,1863,1923,49,60,Female,Married,Passenger,1st Class,,17572,D33,Cherbourg,New York City
1443,Harris Amos,1888,1912,24,24,Male,Married,Crew,Engine,,,,Southampton,
1444,Harris Charles William,1893,1912,19,19,Male,,Crew,Victualling,,,,Southampton,
1445,Harris Clifford Henry,1895,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
1446,Harris Edward John,1883,1912,29,29,Male,Single,Crew,Engine,,,,Southampton,
1447,Harris Edward Matthew,1895,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
1448,Harris Fred,1873,,39,,Male,,Crew,Engine,,,,Southampton,New York City
1449,Harris George,1850,1919,62,68,Male,Widowed,Passenger,2nd Class,,752,,Southampton,New York City
1450,Harris Henry Burkhardt,1866,1912,45,45,Male,Married,Passenger,1st Class,,36973,C83,Southampton,
1451,Harris Irene,1876,1969,35,93,Female,Married,Passenger,1st Class,,36973,C83,Southampton,New York City
1452,Harris Joseph,1880,1950,32,70,Male,,Crew,Deck,,,,Belfast,Southampton
1453,Harris Walter,1867,1912,45,45,Male,Married,Passenger,2nd Class,,14208,,Southampton,
1454,Harrison Aragıa Drummond,1871,1947,40,75,Male,Married,Crew,Victualling,,,,Southampton,New York City
1455,Harrison Norman E.,1873,1912,38,38,Male,Married,Crew,Engine,,,,Belfast,
1456,Hart Benjamin,1864,1912,47,47,Male,,Passenger,2nd Class,,13529,,Southampton,
1457,Hart Emily Esther Louisa,1863,1928,48,65,Female,Married,Passenger,2nd Class,,13529,,Southampton,New York City
1458,Hart Eva Miriam,1905,1996,7,91,Female,,Passenger,2nd Class,,13529,,Southampton,New York City
1459,Hart Henry,1882,1912,30,30,Male,Married,Passenger,3rd Class,,394140,,Queenstown,
1460,Hart James,1858,1912,54,54,Male,Single,Crew,Engine,,,,Southampton,
1461,Hart John Edward,1881,1954,31,72,Male,,Crew,Victualling,,,,Southampton,New York City
1462,Hartnell Fred,1890,1920,21,29,Male,Single,Crew,Victualling,,,,Southampton,New York City
1463,Harvey Herbert Gifford,1878,1912,34,34,Male,Single,Crew,Engine,,,,Belfast,
1464,Harvey John,1886,,26,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1465,Hatch Hugh,1891,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,
1466,Hawkesworth James,1860,1912,52,52,Male,Single,Crew,Victualling,,,,Southampton,
1467,Hawkesworth William Walter,1869,1912,43,43,Male,Married,Crew,Victualling,,,,Southampton,
1468,Hawksford Walter James,1867,1922,45,55,Male,Married,Passenger,1st Class,,16988,D45,Southampton,New York City
1469,Hays Charles Melville,1856,1912,55,55,Male,Married,Passenger,1st Class,,12749,B69,Southampton,
1470,Hays Clara Jennings,1859,1955,52,95,Female,Married,Passenger,1st Class,,12749,B69,Southampton,New York City
1471,Hays Margaret Bechstein,1887,1956,24,68,Female,Single,Passenger,1st Class,,11767,C54,Cherbourg,New York City
1472,Hayter Arthur,1867,1912,44,44,Male,Married,Crew,Victualling,,,,Belfast,
1473,Head Alfred,1888,1912,24,24,Male,Single,Crew,Engine,,,,Southampton,
1474,Head Christopher,1869,1912,42,42,Male,Married,Passenger,1st Class,,113038,B11,Southampton,
1475,Healy Honor,1879,1919,33,39,Female,Single,Passenger,3rd Class,,370375,,Queenstown,New York City
1476,Hebb William Albert Thomas,1889,1932,22,42,Male,Single,Crew,Engine,,,,Southampton,New York City
1477,Hedley Robert,1867,,45,,Male,,Crew,Victualling,,,,Belfast,Southampton
1478,Hedley William,1867,1940,44,73,Male,Married,Crew,Deck,,,,Belfast,Southampton
1479,Hedman Oskar Arvid,1884,1961,27,77,Male,,Passenger,3rd Class,,347089,,Southampton,New York City
1480,Hee Ling,1888,,24,,Male,Single,Passenger,3rd Class,,1601,,Southampton,New York City
1481,Hegarty Hanora,1892,1912,20,20,Female,Single,Passenger,3rd Class,,365226,,Queenstown,
1482,Heikkinen Laina Maria,1896,1943,16,47,Female,Single,Passenger,3rd Class,,3101282,,Southampton,New York City
1483,Heinen Joseph Dominichus,1882,1912,30,30,Male,Married,Crew,Victualling,,,,Southampton,
1484,Heininen Wendla Maria,1888,1912,23,23,Female,Single,Passenger,3rd Class,,3101290,,Southampton,
1485,Hellstrˆm Hilda Maria,1889,1962,22,72,Female,,Passenger,3rd Class,,7548,[D] O135,Southampton,New York City
1486,Hemming Samuel Ernest,1868,1928,43,59,Male,Married,Crew,Deck,,,,Belfast,New York City
1487,Hendekovi? Ignjac,1882,1912,30,30,Male,Married,Passenger,3rd Class,,349243,,Southampton,
1488,Hendrickson Charles Osker,1883,1956,28,73,Male,Married,Crew,Engine,,,,Southampton,New York City
1489,Hendy Edward Martin,1872,1912,39,39,Male,Married,Crew,Victualling,,,,Belfast,
1490,Henriksson Jenny Lovisa,1883,1912,28,28,Female,,Passenger,3rd Class,,347086,,Southampton,
1491,Henry Bridget,1890,1912,22,22,Female,,Passenger,3rd Class,,382649,,Queenstown,
1492,Henry James,1856,,56,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1493,Hensford Herbert George Ernest,1885,1912,26,26,Male,Married,Crew,Victualling,,,,Southampton,
1494,Hepburn William Spence,1883,,28,,Male,,Crew,Engine,,,,Belfast,Southampton
1495,Herd Hugh,1877,,35,,Male,,Crew,Engine,,,,Belfast,Southampton
1496,Herman Alice,1887,1947,24,59,Female,Single,Passenger,2nd Class,,220845,,Southampton,New York City
1497,Herman Jane,1861,1937,50,75,Female,Married,Passenger,2nd Class,,220845,,Southampton,New York City
1498,Herman Kate,1887,1983,24,95,Female,Single,Passenger,2nd Class,,220845,,Southampton,New York City
1499,Herman Samuel,1862,1912,50,50,Male,Married,Passenger,2nd Class,,220845,,Southampton,
1500,Hesketh John Henry,1879,1912,33,33,Male,Single,Crew,Engine,,,,Belfast,
1501,Heslin James,1861,1912,51,51,Male,Married,Crew,Engine,,,,Southampton,
1502,Hewitt Thomas,1875,1912,37,37,Male,Married,Crew,Victualling,,,,Belfast,
1503,Hewlett Mary Dunbar,1855,1917,56,61,Female,Widowed,Passenger,2nd Class,,248706,,Southampton,New York City
1504,Hichens Robert,1882,1940,29,58,Male,Married,Crew,Deck,,,,Southampton,New York City
1505,Hickman Leonard Mark,1887,1912,24,24,Male,Single,Passenger,2nd Class,,14879,,Southampton,
1506,Hickman Lewis,1881,1912,30,30,Male,Single,Passenger,2nd Class,,14879,,Southampton,
1507,Hickman Stanley George,1890,1912,21,21,Male,,Passenger,2nd Class,,14879,,Southampton,
1508,Hill Henry Parkinson,1875,1912,37,37,Male,Married,Crew,Victualling,,,,Southampton,
1509,Hill James,1887,1912,25,25,Male,,Crew,Engine,,,,Southampton,
1510,Hill James Colston,1869,1912,43,43,Male,Married,Crew,Victualling,,,,Belfast,
1511,Hilliard Herbert Henry,1867,1912,44,44,Male,Married,Passenger,1st Class,,17463,E46,Southampton,
1512,Hiltunen Martta Maria,1894,1912,18,18,Female,Single,Passenger,2nd Class,,250650,,Southampton,
1513,Hinckley George Herbert,1872,1912,40,40,Male,Single,Crew,Victualling,,,,Southampton,
1514,Hinds Charles,1870,,42,,Male,,Crew,Deck,,,,Belfast,Southampton
1515,Hine William Edward,1876,1912,36,36,Male,Single,Crew,Victualling,,,,Southampton,
1516,Hinton Stephen William,1881,1912,30,30,Male,Single,Crew,Engine,,,,Southampton,
1517,Hipkins William Edward,1857,1912,55,55,Male,Widowed,Passenger,1st Class,,680,C39,Southampton,
1518,Hippach Gertrude Isabelle,1894,1974,17,80,Female,Single,Passenger,1st Class,,111361,B18,Cherbourg,New York City
1519,Hippach Ida Sophia,1867,1940,44,72,Female,Married,Passenger,1st Class,,111361,B18,Cherbourg,New York City
1520,Hirvonen Helga Elisabeth Lindqvist,1890,1961,22,71,Female,Married,Passenger,3rd Class,,3101298,,Southampton,New York City
1521,Hirvonen Hildur Elisabeth,1910,1956,2,46,Female,,Passenger,3rd Class,,3101298,,Southampton,New York City
1522,Hiscock Sydney George,1887,1912,25,25,Male,Single,Crew,Victualling,,,,Southampton,
1523,Hoare Leonard James,1893,1912,18,18,Male,Single,Crew,Victualling,,,,Belfast,
1524,Hocking Eliza,1858,1914,54,56,Female,Widowed,Passenger,2nd Class,,29105,,Southampton,New York City
1525,Hocking Ellen,1891,1963,20,71,Female,Single,Passenger,2nd Class,,29105,,Southampton,New York City
1526,Hocking Richard George,1888,1912,23,23,Male,Single,Passenger,2nd Class,,29104,,Southampton,
1527,Hocking Samuel James Metcalfe,1876,1912,36,36,Male,Married,Passenger,2nd Class,,242963,,Southampton,
1528,Hodge Charley,1883,1912,29,29,Male,Married,Crew,Engine,,,,Belfast,
1529,Hodges Henry Price,1862,1912,50,50,Male,Married,Passenger,2nd Class,,250643,,Southampton,
1530,Hodges W.,1886,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,
1531,Hodgkinson Leonard,1866,1912,46,46,Male,Married,Crew,Engine,,,,Belfast,
1532,Hogan Albert John,1893,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
1533,Hogeboom Anna Louisa,1860,1947,51,87,Female,,Passenger,1st Class,,13502,D11,Cherbourg,New York City
1534,Hogg Charles William,1868,1912,43,43,Male,Married,Crew,Victualling,,,,Southampton,
1535,Hogg George Alfred,1883,1946,29,62,Male,Married,Crew,Deck,,,,Belfast,New York City
1536,Hogue E.,1890,1912,22,22,Male,,Crew,Victualling,,,,Southampton,
1537,Hold Annie Margaret,1883,1960,29,76,Female,Married,Passenger,2nd Class,,26707,,Southampton,New York City
1538,Hold Stephen,1868,1912,44,44,Male,Married,Passenger,2nd Class,,26707,,Southampton,
1539,Holland James,1882,,30,,Male,,Crew,Engine,,,,Belfast,Southampton
1540,Holland T.,1884,,28,,Male,,Crew,Engine,,,,Belfast,Southampton
1541,Holland Thomas,1883,1912,28,28,Male,Single,Crew,Victualling,,,,Belfast,
1542,Holloway Sidney,1888,1912,24,24,Male,Single,Crew,Victualling,,,,Southampton,
1543,Holm John Fredrik Alexander,1869,1912,43,43,Male,Engaged,Passenger,3rd Class,,7075,,Southampton,
1544,Holman Harry,1883,1912,29,29,Male,Married,Crew,Deck,,,,Belfast,
1545,Holman Percival Thomas,1887,1937,24,50,Male,,Crew,Engine,,,,Belfast,Southampton
1546,Holme Nicholas Joseph,1876,1958,35,81,Male,Married,Crew,Engine,,,,Belfast,Southampton
1547,Holten Johan Martin,1894,1912,18,18,Male,Married,Passenger,3rd Class,,4001,,Southampton,
1548,Holverson Alexander Oskar,1869,1912,42,42,Male,Married,Passenger,1st Class,,113789,,Southampton,
1549,Holverson Mary Alice,1876,1918,35,41,Female,Married,Passenger,1st Class,,113789,,Southampton,New York City
1550,Homer Harry Haven,1871,1939,40,67,Male,,Passenger,1st Class,,111426,,Southampton,New York City
1551,Honkanen Eliina,1884,,28,,Female,Single,Passenger,3rd Class,,3101283,,Southampton,New York City
1552,Hood Ambrose,1891,1912,21,21,Male,Single,Passenger,2nd Class,,14879,,Southampton,
1553,Hopgood Roland John C.,1882,1912,29,29,Male,Single,Crew,Engine,,,,Southampton,
1554,Hopkins Frederick William,1897,1912,14,14,Male,,Crew,Victualling,,,,Southampton,
1555,Hopkins Robert John,1868,1943,43,74,Male,Widowed,Crew,Deck,,,,Belfast,New York City
1556,Horgan John,1890,1912,22,22,Male,,Passenger,3rd Class,,370377,,Queenstown,
1557,Horner Alex,1874,,38,,Male,,Crew,Engine,,,,Belfast,Southampton
1558,Horswill Albert Edward James,1879,1962,33,83,Male,Single,Crew,Deck,,,,Southampton,New York City
1559,Hosking George Fox,1875,1912,36,36,Male,Married,Crew,Engine,,,,Belfast,
1560,Hosono Masabumi,1870,1939,41,68,Male,,Passenger,2nd Class,,237798,,Southampton,New York City
1561,House William Charles,1866,1912,45,45,Male,Married,Crew,Victualling,,,,Belfast,
1562,Howard Benjamin,1848,1912,63,63,Male,Married,Passenger,2nd Class,,24065,,Southampton,
1563,Howard Ellen Truelove,1851,1912,61,61,Female,Married,Passenger,2nd Class,,24065,,Southampton,
1564,Howard May Elizabeth,1885,1958,26,73,Female,Single,Passenger,3rd Class,,39186,,Southampton,New York City
1565,Howell Arthur Albert,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Belfast,
1566,Hoyt Frederick Maxfield,1873,1940,38,66,Male,Married,Passenger,1st Class,,19943,C93,Southampton,New York City
1567,Hoyt Jane Anne,1879,1932,33,53,Female,Married,Passenger,1st Class,,19943,C93,Southampton,New York City
1568,Hoyt William Fisher,1869,1912,43,43,Male,,Passenger,1st Class,,17600,,Cherbourg,
1569,Hughes William Thomas,1878,1912,34,34,Male,Engaged,Crew,Victualling,,,,Southampton,
1570,Humblen Adolf Mathias Nicolai Olsen,1869,1912,42,42,Male,Married,Passenger,3rd Class,,348121,[F] G63,Southampton,
1571,Humby Frederick,1895,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
1572,Humphreys Humphrey,1880,1912,31,31,Male,Single,Crew,Victualling,,,,Southampton,
1573,Humphreys Sidney,1859,1919,52,60,Male,Married,Crew,Deck,,,,Southampton,New York City
1574,Hunt Albert Sylvanus,1889,1949,23,60,Male,Married,Crew,Engine,,,,Southampton,New York City
1575,Hunt George Henry,1878,1912,34,34,Male,Married,Passenger,2nd Class,,1585,,Southampton,
1576,Hunt Tom,1884,1912,27,27,Male,Single,Crew,Engine,,,,Southampton,
1577,Hurst Charles John,1871,1912,40,40,Male,Married,Crew,Engine,,,,Southampton,
1578,Hurst Walter,1888,1964,23,76,Male,Married,Crew,Engine,,,,Southampton,New York City
1579,Hutchinson John Hall,1884,1912,28,28,Male,Single,Crew,Deck,,,,Belfast,
1580,Hutchison James,1881,1912,31,31,Male,Single,Crew,Victualling,,,,Southampton,
1581,Hutton George,1875,,37,,Male,,Crew,Engine,,,,Belfast,Southampton
1582,Hyland Leo James,1893,1974,19,81,Male,Single,Crew,Victualling,,,,Southampton,New York City
1583,Hyman Joseph Abraham,1881,1956,31,75,Male,Married,Passenger,3rd Class,,3470,,Southampton,New York City
1584,H‰m‰l‰inen Anna Lydia Amanda,1889,1945,23,57,Female,Married,Passenger,2nd Class,,250649,,Southampton,New York City
1585,H‰m‰l‰inen Viljo Unto Johannes,1911,1914,1,3,Male,,Passenger,2nd Class,,250649,,Southampton,New York City
1586,Ibr?h?m Husayn Mahm?d Husayn,1901,1912,11,11,Male,,Passenger,3rd Class,,2699,,Cherbourg,
1587,Ibr?h?m S?fiyah,1894,1976,18,82,Female,Married,Passenger,3rd Class,,2657,,Cherbourg,New York City
1588,Ibr?h?m-Shawah Y?suf H?n?,1879,1912,33,33,Male,Married,Passenger,3rd Class,,2627,,Cherbourg,
1589,Ide Harry John,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Southampton,
1590,Ilett Bertha,1894,1976,17,81,Female,Single,Passenger,2nd Class,,14885,,Southampton,New York City
1591,Iliev Ilyo,1880,1912,32,32,Male,,Passenger,3rd Class,,349220,,Southampton,
1592,Ilmakangas Ida Livija,1894,1912,17,17,Female,Single,Passenger,3rd Class,,3101270,,Southampton,
1593,Ilmakangas Pieta Sofia,1887,1912,25,25,Female,,Passenger,3rd Class,,3101271,,Southampton,
1594,Ingram George,1892,1912,19,19,Male,Single,Crew,Engine,,,,Southampton,
1595,Ingrouille Henry,1890,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,
1596,Ings William Ernest,1892,1912,20,20,Male,Single,Crew,Victualling,,,,Southampton,
1597,Instance Thomas,1881,1912,31,31,Male,Married,Crew,Engine,,,,Southampton,
1598,Isham Ann Elizabeth,1862,1912,50,50,Female,Single,Passenger,1st Class,,17595,C49,Cherbourg,
1599,Ismay Joseph Bruce,1862,1937,49,74,Male,Married,Passenger,1st Class,,112058,B52/54/56,Southampton,New York City
1600,Ivyanov Kostya,1892,1912,20,20,Male,,Passenger,3rd Class,,349201,,Southampton,
1601,Jabbur (Zabour) Hileni,1896,1912,16,16,Female,,Passenger,3rd Class,,2665,,Cherbourg,
1602,Jabbur (Zabour) Thamine,1893,1912,19,19,Female,,Passenger,3rd Class,,2665,,Cherbourg,
1603,Jackopson John Henry,1881,1912,30,30,Male,Married,Crew,Engine,,,,Southampton,
1604,Jackson Cecil,1890,1912,22,22,Male,Single,Crew,Victualling,,,,Belfast,
1605,Jacobsen Gunhilde Oline 'Lena',1848,1912,63,63,Female,Widowed,Passenger,3rd Class,,65305,,Southampton,
1606,Jacobsohn Amy Frances Christy,1888,1947,24,59,Female,Married,Passenger,2nd Class,,243847,,Southampton,New York City
1607,Jacobsohn Sidney Samuel,1869,1912,42,42,Male,Married,Passenger,2nd Class,,243847,,Southampton,
1608,Jago Joseph,1853,1912,59,59,Male,Married,Crew,Engine,,,,Southampton,
1609,Jaillet Henri Marie,1873,1912,38,38,Male,Married,Crew,A la Carte,,,,Southampton,
1610,Jalöevac Ivan,1882,1945,30,63,Male,Married,Passenger,3rd Class,,349240,,Cherbourg,New York City
1611,James Thomas,1885,1912,27,27,Male,Married,Crew,Engine,,,,Southampton,
1612,James Thomas,1876,,36,,Male,,Crew,Engine,,,,Belfast,Southampton
1613,Jameson William,1864,,48,,Male,,Crew,Engine,,,,Belfast,Southampton
1614,Janaway William Frank,1877,1912,35,35,Male,Married,Crew,Victualling,,,,Belfast,
1615,Janin Claude Marie,1882,1912,29,29,Male,Married,Crew,A la Carte,,,,Southampton,
1616,Jansson Carl Olof,1890,1978,21,87,Male,Single,Passenger,3rd Class,,350034,,Southampton,New York City
1617,Jardim JosÈ Neto,1890,1912,21,21,Male,Married,Passenger,3rd Class,,3101305,,Southampton,
1618,Jarvis Denzil John,1865,1912,46,46,Male,Married,Passenger,2nd Class,,237565,,Southampton,
1619,Jeffery William Alfred,1884,1912,28,28,Male,Single,Crew,A la Carte,,,,Southampton,
1620,Jefferys Clifford Thomas,1888,1912,24,24,Male,,Passenger,2nd Class,,31029,,Southampton,
1621,Jefferys Ernest Wilfred,1891,1912,21,21,Male,,Passenger,2nd Class,,31029,,Southampton,
1622,Jenkin Stephen Curnow,1879,1912,32,32,Male,Single,Passenger,2nd Class,,33111,,Southampton,
1623,Jenner F.,1881,,31,,Male,,Crew,Deck,,,,Belfast,Southampton
1624,Jenner Thomas Henry (Harry),1856,1912,55,55,Male,Married,Crew,Victualling,,,,Belfast,
1625,Jensen Charles Valdemar,1887,1912,24,24,Male,Single,Crew,Victualling,,,,Southampton,
1626,Jensen Hans Peder,1892,1912,20,20,Male,Engaged,Passenger,3rd Class,,350050,,Southampton,
1627,Jensen Niels Rasmus,1864,1912,48,48,Male,Single,Passenger,3rd Class,,350048,,Southampton,
1628,Jensen Svend Lauritz,1895,1912,16,16,Male,Single,Passenger,3rd Class,,350047,,Southampton,
1629,Jermyn Annie Jane,1885,,26,,Female,Single,Passenger,3rd Class,,14313,,Queenstown,New York City
1630,Jerwan Marie Marthe,1888,1974,23,86,Female,Married,Passenger,2nd Class,,541,D?,Cherbourg,New York City
1631,Jessop Violet Constance,1887,1971,24,83,Female,Single,Crew,Victualling,,,,Southampton,New York City
1632,Jewell Archie,1888,1917,23,28,Male,Married,Crew,Deck,,,,Belfast,New York City
1633,Joas Nicolas,1873,1912,39,39,Male,Married,Crew,Engine,,,,Southampton,
1634,Johannesen Bernt Johannes,1882,1962,29,80,Male,Married,Passenger,3rd Class,,65306,,Southampton,New York City
1635,Johanson Jakob Alfred,1877,1912,34,34,Male,,Passenger,3rd Class,,3101264,,Southampton,
1636,Johansson Erik,1889,1912,22,22,Male,Single,Passenger,3rd Class,,350052,,Southampton,
1637,Johansson Gustaf JoÎl,1879,1912,33,33,Male,,Passenger,3rd Class,,7540,,Southampton,
1638,Johansson Karl Johan,1880,1912,31,31,Male,Engaged,Passenger,3rd Class,,347063,,Southampton,
1639,Johansson Nils,1881,1912,30,30,Male,Engaged,Passenger,3rd Class,,347467,,Southampton,
1640,Johansson Oscar Wilhelm,1879,1967,32,87,Male,Married,Passenger,3rd Class,,347079,,Southampton,New York City
1641,Johnson Aliina Vilhelmina,1884,1968,27,84,Female,Married,Passenger,3rd Class,,347742,,Southampton,New York City
1642,Johnson August,1863,1912,49,49,Male,,Passenger,3rd Class,,370160,,Southampton,
1643,Johnson Eleanor Ileen,1910,1998,1,87,Female,,Passenger,3rd Class,,347742,,Southampton,New York City
1644,Johnson Harold Theodor,1908,1968,4,60,Male,,Passenger,3rd Class,,347742,,Southampton,New York City
1645,Johnson Malkolm Joackim,1879,1912,33,33,Male,,Passenger,3rd Class,,347062,,Southampton,
1646,Johnson William Cahoone,1892,1912,19,19,Male,Single,Passenger,3rd Class,,370160,,Southampton,
1647,Johnston Andrew Emslie,1876,1912,35,35,Male,Married,Passenger,3rd Class,,6607,,Southampton,
1648,Johnston Catherine Nellie,1905,1912,7,7,Female,,Passenger,3rd Class,,6607,,Southampton,
1649,Johnston Eliza,1876,1912,36,36,Female,Married,Passenger,3rd Class,,6607,,Southampton,
1650,Johnston William Andrew,1903,1912,8,8,Male,,Passenger,3rd Class,,6607,,Southampton,
1651,Johnstone James,1859,1943,52,84,Male,Married,Crew,Victualling,,,,Belfast,New York City
1652,Jones Albert Hugh Brabner,1894,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
1653,Jones Arthur Ernest,1874,1912,37,37,Male,Single,Crew,Victualling,,,,Southampton,
1654,Jones Charles Cresson,1866,1912,46,46,Male,Married,Passenger,1st Class,,694,,Southampton,
